id,postUrl,message,cta,intents
156974,https://twitter.com/gregorybayne/status/842404536140484609,"""6 Dynamic Laws for Success, In Life, Love &amp; Money"" - Ulysses's Bad Day https://t.co/EBPwpcdZhs via @YouTube",,
156975,https://twitter.com/gregorybayne/status/842385863556321280,"The countdown continues. Thank you to all who are supporting, sharing, and joining us as we workâ€_ https://t.co/ZhspuvbamD",,
156976,https://twitter.com/gregorybayne/status/842361169591463936,"Thank you, Marcella! Excited to share the film with you. https://t.co/NXrMQbCDPX",,
156977,https://twitter.com/gregorybayne/status/842158738089828355,Back in Sun Valley for the @SunValleyFilm where one year ago the ridiculously talentedâ€_ https://t.co/cthQzifArD,,
156978,https://twitter.com/gregorybayne/status/842152222649536513,"Just 4 kind backers shy of 75 strong for ""6 Dynamic Laws for Success"" A Noir Comedy #MadeInIdaho  https://t.co/xlat4QS6xJ",,
156979,https://twitter.com/gregorybayne/status/842083138188673025,"""A contract to share stolen money?"" New clip from my noir comedy #6DynamicLaws featuring the dashing @PartridgeRossâ€_ https://t.co/XZ5SkFmTdE",,
156980,https://twitter.com/gregorybayne/status/841837514054754304,"I do not have Trump's tax returns for any year, but I do have a sweet movie that's just 4 backers shy of 75 strong. https://t.co/xlat4QS6xJ",,
156981,https://twitter.com/gregorybayne/status/841747054078574592,.ryanbaynemusic exporting final mixes for the #6dynamiclaws soundtrack. #filmmaking #noirâ€_ https://t.co/IyZKtHPVGz,,
156982,https://twitter.com/gregorybayne/status/841718614415749121,The latest from our campaign to complete &amp; release #6DynamicLaws. https://t.co/bWIQsoC3fo,,
156983,https://twitter.com/gregorybayne/status/841675953721958400,@jburum @kickstarter Thanks for joining in Jason!,,
156984,https://twitter.com/gregorybayne/status/841675888685068288,"RT @jburum: I want to see this film-I'm in. ""6 Dynamic Laws for Success"" A Noir Comedy by Gregory Bayne on @Kickstarter https://t.co/SDPDFlâ€_",,
156985,https://twitter.com/gregorybayne/status/841270873403273224,Good morning my friends. Nearing halfway mark to complete/release my new film. 2 Asks: Please watch &amp; kindly share: https://t.co/f9fCD3J5QP,,
156986,https://twitter.com/gregorybayne/status/840690808877543424,"â€œIf you spend 10 thousand dollars or 10 million, movies are judged in the exact same way.â€ù - @Clockridersâ€_ https://t.co/y6JDNiRkJK",,
156987,https://twitter.com/gregorybayne/status/839671825336422401,"@tommybertin @LafleurJennifer Yeah, I love B&amp;W.",,
156988,https://twitter.com/gregorybayne/status/839648037253238784,"@tommybertin @LafleurJennifer Thanks, brother.",,
156989,https://twitter.com/gregorybayne/status/839629626833944576,The ever stunning @LafleurJennifer in #6DynamicLaws. Can't TY enough for lending your immense talent to my zany filâ€_ https://t.co/0x3kIBODby,,
156990,https://twitter.com/gregorybayne/status/839524961664393216,"to be a solid human being, and I owe them everything.",,
156991,https://twitter.com/gregorybayne/status/839524918404358144,"in the face of great adversity, abandonment, or worse, these women have consistently raised the bar for me as to what it means...",,
156992,https://twitter.com/gregorybayne/status/839524818110160896,"When you get right down to it, it's the women in my life who've shown their metal over and over again. Steel-willed and stalwart, often...",,
156993,https://twitter.com/gregorybayne/status/839488482959450112,RT @FargoFX: Never ignore the warning signs. #Fargo's all new story begins April 19 on @FXNetworks. https://t.co/LcoOKm2CVk,,
156994,https://twitter.com/gregorybayne/status/839158434427629569,"Thank you, @milesmaker! Sincerely appreciate your kind contribution toward #6DynamicLaws! Glad to have you on board.",,
156995,https://twitter.com/gregorybayne/status/839149003530895361,Nothing like finding old video of you shooting a western on a Digital Hi-8 camcorder. Here's to 20 yrs of collaboraâ€_ https://t.co/nagNlHr2Ap,,
156996,https://twitter.com/gregorybayne/status/839147766735495168,"Thank you, my friend! https://t.co/u6hh9QxD5T",,
156997,https://twitter.com/gregorybayne/status/839125279905742848,What the what!? @kingisafink is backing my new picture #6DynamicLaws! on @kickstarter! Thank you! Thank you! https://t.co/xlat4QS6xJ,,
156998,https://twitter.com/gregorybayne/status/838849096534241281,RT @brianbeutler: Democracy dies in herpderp.,,
156999,https://twitter.com/gregorybayne/status/838817076919726080,"Thank you very much, you two! Appreciated. https://t.co/VHYsXMeSFl",,
157000,https://twitter.com/gregorybayne/status/838752384964689922,"Interview with the composer on my new film #6DynamicLaws, my brother, @RyanBayneMusic https://t.co/wu1SU6d4iF  #indiefilm #indiemusic",,
157001,https://twitter.com/gregorybayne/status/838401812201758721,So when does America get to call a mulligan?,,
157002,https://twitter.com/gregorybayne/status/838192392171749376,Y'all are amazing. Just $25 from 10% funded to complete &amp; release my new film. Thank you. https://t.co/xlat4QS6xJ #filmmaking #idaho,,
157003,https://twitter.com/gregorybayne/status/838176605272842240,Wow. https://t.co/sXBQ6ILCKb,,
157004,https://twitter.com/gregorybayne/status/838166982025334784,"Best thing to happen on a Saturday. Finding Todd Rohal's brilliant &amp; lovely, ""The Guatemalan Handshake,"" on Vimeo. https://t.co/3zVau0dD4x",,
157005,https://twitter.com/gregorybayne/status/838104757843566592,In 1992 I watched this in a theater in Vancouver BC while attending VFS. Its visuals are still seared into my brain. https://t.co/SeVlGvJiSi,,
157006,https://twitter.com/gregorybayne/status/838102057840062464,Day 3. Our first update from #6DynamicLaws #Kickstarter #indiefilm #comedy #noir https://t.co/UfSRE46NKc,,
157007,https://twitter.com/gregorybayne/status/837863385366568961,@FollowingtheLT I am. Yes.,,
157008,https://twitter.com/gregorybayne/status/837848084381999104,@FollowingtheLT I self inflict that wound as well.,,
157009,https://twitter.com/gregorybayne/status/837832149587763200,"Sometimes when I leave my home for an extended period of time, I hide hard drives in weird places around the house... and lose them.",,
157010,https://twitter.com/gregorybayne/status/837790467420893184,"Thanks for backing #6DynamicLaws, @prevailingcity. Grateful to have my friends on board. Excited to share the picture with you.",,
157011,https://twitter.com/gregorybayne/status/837767901960531968,"It was incredibly cool to see your name just pop up in my email, @tomcunningham. Thank you for being so kind &amp; backing #6DynamicLaws.",,
157012,https://twitter.com/gregorybayne/status/837757110158925824,Just day 2 of our campaign to complete &amp; release #6DynamicLaws and we're just $460 from 10% funded. Thank you all.,,
157013,https://twitter.com/gregorybayne/status/837756446611648513,Dynamic Law No. 1 - You Can't Get Something for Nothing. #6DynamicLaws,,
157014,https://twitter.com/gregorybayne/status/837756271935672320,Thank you @krisandlindy for being kind backers of #6DynamicLaws! So grateful to have you on board!,,
157015,https://twitter.com/gregorybayne/status/837741996093558785,"Thank you to @PaulMakesMovies for backing #6DynamicLaws! You're a beautiful person, with impeccable taste. https://t.co/xlat4QS6xJ",,
157016,https://twitter.com/gregorybayne/status/837735091765850113,It's heartening when filmmakers you admire support your vision. Thank you @zakforsman for backing #6DynamicLaws. https://t.co/xlat4QS6xJ,,
157017,https://twitter.com/gregorybayne/status/837708583663894528,Eraserhead-What's Up Doc?-Bringing Up Baby-Down by Law-The Big Lebowski-The Man Who Wasn't There = my inspiration https://t.co/lM5LH51vAo,,
157018,https://twitter.com/gregorybayne/status/837387583256588289,"My brother ryanbaynemusic performing his original song from ""6 Dynamic Laws for Success in Life,â€_ https://t.co/h7r201w8ck",,
157019,https://twitter.com/gregorybayne/status/837380146944425984,"Filming with ryanbaynemusic for a new mini-doc series on the talent behind my new picture ""6â€_ https://t.co/u9pg56PJiY",,
157020,https://twitter.com/gregorybayne/status/837103665781469186,"I love you, Mr. Hackett. https://t.co/BWIUeSelKh",,
