score,word
1,wrapup
1,seemecnc
1,filamentone
1,httpstcoqxrrt2iaid
1,allaboutcode
1,ryanteck
1,mruktechreviews
1,pitutor
1,imakrstore
1,seen
1,kickst
1,httpstcoafgcfygzdc
1,burningems
1,tevo
1,monster
1,delta
1,program
1,finally
1,building
1,wa
1,3dprintpulse
1,couldnt
1,contact
1,cgartenberg
1,chaim
1,ahold
1,readersbeat
1,chris
1,hold
1,readers
1,beat
1,thingiverse
1,shapeways
1,question
1,indeed
1,integrate
1,smashes
1,funding
1,httpstcod6adtauft6
1,all3dp
1,3dersorg
1,125
1,wireless
1,3d
1,printer
1,touchscreen
1,crushes
1,httpstcoaxrqsopmkt
1,johnbiggs
1,john
1,early
1,raised
1,funds
1,jump
1,hit
1,100k
1,afro3dp
1,also
1,joining
1,instagram
1,iamhunterme
1,lol
1,followersaudience
1,interested
1,raspberry
1,pi
1,mcwm
1,fyi
1,ju
1,httpstconnhgha6clk
1,myminifactory
1,launched
1,httpstco78ssrwujkh
1,noahpbperkins
1,popgatesmedia
1,httpstco3s04wngogd
1,happy
1,vato
1,try
1,anyone
1,shit
1,win
1,whenever
1,httpstcosfvtzbeppk
1,mbappe
1,higuain
1,hypervenom
1,ronaldo
1,cr7
1,chapter
1,4
1,follow
1,u
1,everyone
1,buy
1,peltonmailbag
1,bballref
1,reference
1,nhttpstcohgz69ipknd
1,season
1,especially
1,putting
1,bed
1,brnba
1,educate
1,generation
1,httpstcoskjzlohmwx
1,billsimmons
1,cant
1,knowing
1,larry
1,legend
1,httpstcoxtskc6qsna
1,soccerisart
1,thompsonscribe
1,never
1,enough
1,bball
1,books
1,danleydon
1,shea
1,serrano
1,retweet
1,mrjakeparker
1,used
1,youtube
1,videos
1,bunch
1,set
1,far
1,thanksnhttpstcohgz69ipknd
1,coach
1,pop
1,sneak
1,peak
1,httpstco34rakjqt1e
1,jameslittlejuan
1,httpstcof
1,httpstcokqsjhu5qqb
1,illustrated
1,using
1,stars
1,httpstco8d9rbrccrw
1,hits
1,httpstcobgvalzw6yp
1,dedicating
1,goat
1,many
1,httpstcocwufliiczr
1,rachelbrady
1,sportsloving
1,httpstcoj3s8b7p4ws
1,dawkinsmta
1,teach
1,history
1,httpstco9vcjsak9k3
1,byjordanowen
1,httpstcovv0bziuziy
1,lakersnation
1,httpstco1mih9pavq0
1,readpadre
1,nba
1,abcs
1,take
1,details
1,blog
1,shipleyillustrati
1,dadsroundtable
1,essential
1,httpstcoou9i0nqqgc
1,dadatworknj
1,httpstcoxfjxnlhsom
1,markjonesespn
1,mark
1,infinitely
1,httpstcoczllu4exsv
1,lakersreporter
1,laireland
1,httpstcotehswtdb4x
1,lisachavarria
1,httpstcoi7fvqdoqe8
1,treykerby
1,shelf
1,httpstcoxv0onqwjsm
1,jaimemaggio
1,httpstcokljwjnbjez
1,tamarajolee
1,httpstcoytytzlwmcm
1,spread
1,sagesteele
1,httpstcoixc9t2z0uc
1,httpstco2vhxu0t7fw
1,mavsfansforlife
1,abc
1,e
1,httpstcorezwaivdbe
1,traciesnowder
1,httpstcob7evbt2p34
1,summerson
1,another
1,alley
1,cameron
1,httpstcoju3vioooym
1,jmoney3334
1,httpstcoiirv8kxesp
1,msullivanfrench
1,httpstcotubjxw8wwk
1,zdog223
1,zdog
1,gotta
1,song
1,httpstcomnncaqrvyz
1,httpstcov9n2gpvlba
1,s
1,bday
1,celebrate
1,backing
1,httpstco49l32lqhr1
1,gwenckatz
1,last
1,starring
1,monstersnnhttpstcoct
1,cats
1,httpstco49l32m7tfb
1,cafterconn
1,congratulations
1,meeting
1,isnt
1,end
1,110
1,120200
1,creatorsunite
1,cmon
1,folks
1,92
1,48
1,justkickstart
1,doubt
1,usd
1,949
1,collect
1,httpstcoafzxor6kc5
1,artiststan
1,nicest
1,creators
1,ever
1,pros
1,pro
1,waves
1,pats
1,clonst
1,backerbroz
1,bakkoosocial
1,blastoffcomics
1,blastoffs
1,wonder
1,woman
1,1968
1,dismay
1,disbeliefnhttpstcoaru
1,outrightgeekery
1,down
1,thewire
1,httpstco6zehhk80m1
1,httpstcodgusdnk4a2
1,writes
1,novels
1,year
1,httpstcocasl0pa8bg
1,httpstco0akgl20i6x
1,networking
1,important
1,writing
1,httpstcohfhkita5mg
1,kevincuffe
1,httpstcovnkp4fzkaw
1,artist
1,nnpledge
1,kickstarternhttpst
1,shouldnt
1,afraid
1,httpstcop2xizdjzsk
1,proudly
1,httpstcofap63bawma
1,fund
1,friday
1,httpstcogm1jmfhr3d
1,httpstcoxgdw638d17
1,spartantown
1,final
1,daysnkickstarter
1,shandvanessa
1,plotting
1,zenescope
1,career
1,httpstcoteuvnzcqiz
1,httpstcoplpdemtzdb
1,8pm
1,est
1,guest
1,michaeldolces
1,secrets
1,sire
1,podcast
1,info
1,httpstcoz5djdd7h34
1,hoytsilva
1,httpstco6q94vfcljd
1,alert
1,taking
1,clay
1,inspirations
1,httpstcomadstqmqxq
1,doing
1,frontline
1,930pm
1,stay
1,tuned
1,social
1,media
1,httpstcoxqagfrnl6b
1,frontlinelive
1,depth
1,herennfundclonstersnnhttpstcop2mcky7oca
1,miss
1,httpstcoj
1,crodent5
1,httpstcopvz26bblx2
1,dirkmanning
1,running
1,stjepansejic
1,signal
1,boost
1,campbellletters
1,httpstcourztnbkowh
1,httpstcoiqw0cfinue
1,thenerdonline
1,httpstconflftxr8ad
1,httpstcouhfumlchtw
1,tvmoviesnews
1,httpstcocys7pnsi0n
1,tvshowme
1,httpstcod50ou7
1,read
1,printnnhttpstco6hi5bxne76
1,crowdfundpromo
1,kickstarterfans
1,bestofkickstart
1,vikingfist
1,ooo
1,offering
1,commission
1,alberrod
1,reward
1,theramf
1,amazing
1,songbirdddd
1,nthis
1,tribute
1,ive
1,donne
1,independentcomics
1,5807
1,more
1,publishednnhttpstcolzhhxhezj2
1,ericajheflin
1,httpstcoxgalnnoxtv
1,marclombardi
1,wanted
1,sweetlooking
1,nhttps
1,geekoramadotnet
1,kickstarterindiegogo
1,httpstcopu7yl6qdir
1,his
1,clonstersnhttpstcodzijx31wzq
1,sfsignal
1,whimsical
1,httpstco9pgoalewch
1,chucksuffel
1,brand
1,httpstcoetdijksitd
1,ogn
1,httpstcoklscbcaepv
1,httpstcos50k2ywatq
1,patshandbring
1,httpstcodzijx31wzq
1,comiccrusaders
1,kickstarteralert
1,tensider
1,travis
1,maybe
1,shell
1,family
1,pets
1,sequel
1,httpstcorvwixnwxnk
1,majorspoilers
1,httpstcov0k6ksqybe
1,httpstcoyxxugdbpi2
1,hankrea
1,ericthepullbox
1,httpstcogwaxpnuciq
1,clonstersrock
1,fandompost
1,httpstco3ddpe2hjka
1,httpstcoq
1,charmedcomicfan
1,contribute
1,shands
1,httpstcoxoizoi9su5
1,msmarvel34
1,head
1,httpstco68cy3ydb00
1,phoenixdpublish
1,httpstcoli6qpecaxh
1,jvgray
1,httpstcodljn6zuixs
1,jamesferguson
1,httpstcobcd8igbwtw
1,hunterblackcomx
1,httpstcolodixdc8r7
1,mrarchigan
1,httpstcoqfpo6ibmzr
1,bengrisanti
1,httpstcoc2dco0rmlq
1,clonstersnhttpstcozbr8nee0ro
1,adamwallenta
1,httpstcokugvfga4fn
1,looked
1,favorite
1,ton
1,myowntigereyes
1,collaborated
1,comicbuzz
1,kickstarternhttpstcov0nggt67ynnpatshand
1,comicbooks
1,fellowshipgeeks
1,httpstco80eiwiflly
1,kickstarternnpledge
1,monstersnnhtt
1,tredwards2
1,httpstcoyosajnoeol
1,tfg1mike
1,nnhttpstcotaoj1nlx9g
1,httpstcopjul5wwwnf
1,troybrownfield
1,imminentpressterminalcomics
1,backers
1,kill
1,inclined
1,pa
1,marvellous
1,rehearsal
1,magazine
1,chatting
1,2017
1,series
1,want
1,shout
1,wayne
1,u2station
1,posting
1,together
1,each
1,usnhttpu2stationcomnews201702u2fanslaunchkickstartercampaigntomakefanfilmdreamoutloudphp
1,philip
1,chambers
1,tour
1,group
1,creating
1,dream
1,wwwu2ftcom
1,5
1,days
1,till
1,day
1,u2fans
1,able
1,jumping
1,challenge
1,them
1,happen
1,tell
1,february
1,12
1,wwwdreamoutloudfilmcom
1,httpwwwatu2blogcomdreamloudfilmhopestellu2fanstories50760utmsourcefeedburnerutmmediumfeedutmcampaignfeed3aatu2blog2840u2blogu2newsanddiscussion29nndreamoutloudfilm
1,u2fanfilm
1,loving
1,gameositys
1,five
1,supportnnhttpsgameositycom20170609jesssfavfivekickstartersoftheweek6917
1,playtesters
1,reviewers
1,visiting
1,geek
1,listing
1,rating
1,other
1,feel
1,wish
1,listsnnhttpsboardgamegeekcomboardgame225645gyratinghamsters
1,list
1,backfollow
1,share
1,gaming
1,network
1,loves
1,then
1,httpstcogsjdc7z4mh
1,therkraft
1,hunterpence
1,nerd
1,rest
1,any
1,gyratinghamsters
1,2
1,minute
1,video
1,vault
1,httpstcoq7ewyrapkq
1,httpstco3jymf5ykn4
1,httpstcod0qhebsqcw
1,something
1,httpstcou6oswnlvux
1,bgn3rd
1,httpstcorjhigsdkis
1,cost
1,congrats
1,reaching
1,100
1,havent
1,httpstco2259jlxoe4
1,most
1,httpstcowelcf5tty5
1,httpstcoqjpiobjjoa
1,standardsmanuals
1,design
1,studio
1,governed
1,simple
1,aesthetic
1,principle
1,httpstcotnmnvynopk
1,doubledaybooks
1,obviousstates
1,die
1,rewards
1,welcome
1,scoutbooks
1,literary
1,letterpress
1,obviousstate
1,httpstcoouzjx4mzao
1,httpstco5pyyyutddl
1,igdacincinnati
1,close
1,finishing
1,h
1,teamlimestrike
1,reviews
1,off
1,featured
1,team
1,httpstcobjtavon4qp
1,httpstcoov60ezxjzi
1,save
1,forest
1,hacking
1,slashing
1,blasting
1,corrupted
1,creatures
1,infesting
1,httpstco9vk7qdd2t8
1,httpstcofq3f0lqhrz
1,indiedev
1,videogame
1,ytandyplays
1,letsplay
1,indiegame
1,called
1,side
1,scrolling
1,nomercygame
1,egoraptorgamegrumps
1,chilling
1,wendys
1,dublin
1,hang
1,after
1,talk
1,gam
1,httpstcogi1mcpyp2w
1,cbusregion
1,midwests
1,largest
1,gamedev
1,space
1,open
1,sandbox
1,httpstcoaobwql1lig
1,httpstcohwyb6
1,had
1,brawlers
1,unique
1,borispereira7
1,someone
1,say
1,vita
1,thought
1,voting
1,scxcr
1,diving
1,headfirst
1,title
1,mercynnhttpstcoonjfgrb2cl
1,cvolpe
1,kickoff
1,landgrantbeer
1,prizes
1,drinks
1,ablegamers
1,nomercygamenhttpstco9
1,starlightskyes
1,gonna
1,elentori
1,having
1,geekbobbage
1,no4
1,weeknno
1,lorne
1,gamesnhttpstcokr3l87j2ngnmultivarious
1,wow
1,okay
1,grant
1,kirkhope
1,tweeted
1,dead
1,httpstcoen1l0ae9du
